model,task,downloads,likes,last_modified,library,license,tags,arxiv,param_b,size_label,log_downloads,log_likes,log_param
Qwen/Qwen2.5-14B-Instruct-AWQ,text-generation,1477335,37,2024-10-09T12:26:42.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|chat|conversational|en|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-14B-Instruct|base_model:quantized:Qwen/Qwen2.5-14B-Instruct|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True,140.0,unknown,14.20575102379367,3.6375861597263857,4.948759890378168
HuggingFaceTB/SmolLM2-135M,text-generation,1452217,212,2025-02-06T10:34:41.000Z,transformers,license:apache-2.0,transformers|safetensors|llama|text-generation|en|arxiv:2502.02737|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,14.188602600838383,5.3612921657094255,4.948759890378168
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,text-generation,1446022,187,2025-12-03T08:20:23.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_moe|text-generation|conversational|arxiv:2505.09388|license:apache-2.0|endpoints_compatible|fp8|deploy:azure|region:us,True,140.0,unknown,14.184327587521791,5.236441962829949,4.948759890378168
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,text-generation,1431784,43,2025-10-08T14:25:49.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_vl_moe|image-text-to-text|AWQ|vLLM|text-generation|conversational|arxiv:2505.09388|arxiv:2502.13923|arxiv:2409.12191|arxiv:2308.12966|base_model:Qwen/Qwen3-VL-30B-A3B-Instruct|base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct|license:apache-2.0|endpoints_compatible|4-bit|awq|region:us,True,300.0,unknown,14.174432475565835,3.784189633918261,5.707110264748875
Qwen/Qwen2.5-Coder-32B-Instruct,text-generation,1354213,2067,2025-01-12T02:02:22.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|code|codeqwen|chat|qwen|qwen-coder|conversational|en|arxiv:2409.12186|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-Coder-32B|base_model:finetune:Qwen/Qwen2.5-Coder-32B|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True,320.0,unknown,14.118731770187303,7.63433723562832,5.771441123130016
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,text-generation,1334798,164,2026-03-15T04:27:10.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|conversational|custom_code|en|es|fr|de|ja|it|dataset:nvidia/Nemotron-Pretraining-Code-v1|dataset:nvidia/Nemotron-CC-v2|dataset:nvidia/Nemotron-Pretraining-SFT-v1|dataset:nvidia/Nemotron-CC-Math-v1|dataset:nvidia/Nemotron-Pretraining-Code-v2|dataset:nvidia/Nemotron-Pretraining-Specialized-v1|dataset:nvidia/Nemotron-CC-v2.1|dataset:nvidia/Nemotron-CC-Code-v1|dataset:nvidia/Nemotron-Pretraining-Dataset-sample|dataset:nvidia/Nemotron-Competitive-Programming-v1|dataset:nvidia/Nemotron-Math-v2|dataset:nvidia/Nemotron-Agentic-v1|dataset:nvidia/Nemotron-Math-Proofs-v1|dataset:nvidia/Nemotron-Instruction-Following-Chat-v1|dataset:nvidia/Nemotron-Science-v1|dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend|arxiv:2512.20848|arxiv:2512.20856|arxiv:2601.20088|base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16|base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16|license:other|endpoints_compatible|8-bit|region:us,True,300.0,unknown,14.104291276683169,5.10594547390058,5.707110264748875
meta-llama/Meta-Llama-3-8B-Instruct,text-generation,1328169,4680,2025-06-18T23:49:51.000Z,transformers,license:llama3,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|conversational|en|license:llama3|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,False,140.0,unknown,14.099312612873867,8.45126704130007,4.948759890378168
openai-community/gpt2-large,text-generation,1322190,354,2024-02-19T11:11:02.000Z,transformers,license:mit,transformers|pytorch|tf|jax|rust|onnx|safetensors|gpt2|text-generation|en|arxiv:1910.09700|license:mit|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,14.094800767021358,5.872117789475416,4.948759890378168
meta-llama/Meta-Llama-3-8B,text-generation,1312629,6587,2024-09-27T15:52:33.000Z,transformers,license:llama3,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|en|license:llama3|eval-results|text-generation-inference|endpoints_compatible|region:us,False,140.0,unknown,14.087543316162073,8.79300509129753,4.948759890378168
Qwen/Qwen3-Coder-Next,text-generation,1277094,1511,2026-02-03T16:16:38.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_next|text-generation|conversational|license:apache-2.0|eval-results|endpoints_compatible|deploy:azure|region:us,False,140.0,unknown,14.060098525356494,7.321188556739478,4.948759890378168
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,text-generation,1246835,398,2026-04-29T16:15:40.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|nemotron-3|latent-moe|mtp|conversational|custom_code|en|fr|es|it|de|ja|zh|dataset:nvidia/nemotron-post-training-v3|dataset:nvidia/nemotron-pre-training-datasets|arxiv:2512.20848|arxiv:2512.20856|license:other|eval-results|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,14.036119700375703,5.988961416889864,4.948759890378168
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,text-generation,1230739,380,2026-05-01T16:54:19.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|nemotron-3|latent-moe|mtp|conversational|custom_code|en|fr|es|it|de|ja|zh|dataset:nvidia/nemotron-post-training-v3|dataset:nvidia/nemotron-pre-training-datasets|arxiv:2512.20848|arxiv:2512.20856|license:other|endpoints_compatible|8-bit|modelopt|region:us,True,140.0,unknown,14.023126172460483,5.942799375126701,4.948759890378168
MiniMaxAI/MiniMax-M2.7,text-generation,1197867,1225,2026-04-20T04:28:14.000Z,transformers,license:other,transformers|safetensors|minimax_m2|text-generation|conversational|custom_code|license:other|eval-results|endpoints_compatible|fp8|region:us,False,140.0,unknown,13.99605386794747,7.111512116496157,4.948759890378168
Qwen/Qwen3-30B-A3B-Instruct-2507,text-generation,1194928,819,2025-09-17T06:56:43.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_moe|text-generation|conversational|arxiv:2402.17463|arxiv:2407.02490|arxiv:2501.15383|arxiv:2404.06654|arxiv:2505.09388|license:apache-2.0|eval-results|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,13.993597327356712,6.709304340258298,4.948759890378168
h2oai/h2ovl-mississippi-800m,text-generation,1190703,40,2024-12-13T17:12:04.000Z,transformers,license:apache-2.0,transformers|safetensors|h2ovl_chat|feature-extraction|gpt|llm|multimodal large language model|ocr|text-generation|conversational|custom_code|en|arxiv:2410.13611|license:apache-2.0|region:us,True,140.0,unknown,13.990055286802063,3.713572066704308,4.948759890378168
Qwen/Qwen2-0.5B,text-generation,1190044,169,2024-10-22T13:47:30.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|pretrained|conversational|en|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,False,140.0,unknown,13.989501679498789,5.135798437050262,4.948759890378168
deepseek-ai/DeepSeek-V2-Lite-Chat,text-generation,1187739,144,2024-06-25T08:36:27.000Z,transformers,license:other,transformers|safetensors|deepseek_v2|text-generation|conversational|custom_code|arxiv:2405.04434|license:other|text-generation-inference|endpoints_compatible|region:us,True,140.0,unknown,13.987562899733573,4.976733742420574,4.948759890378168
deepseek-ai/DeepSeek-V4-Pro,text-generation,1178182,5164,2026-06-22T12:12:50.000Z,transformers,license:mit,transformers|safetensors|deepseek_v4|text-generation|arxiv:2606.19348|license:mit|eval-results|endpoints_compatible|8-bit|fp8|region:us,True,140.0,unknown,13.97948397917595,8.549660381553739,4.948759890378168
Qwen/Qwen2.5-1.5B,text-generation,1161161,194,2024-10-08T10:56:50.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|conversational|en|arxiv:2407.10671|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,13.964931785829663,5.272999558563747,4.948759890378168
h2oai/h2ovl-mississippi-2b,text-generation,1158366,42,2025-09-29T20:11:28.000Z,transformers,license:apache-2.0,transformers|safetensors|h2ovl_chat|feature-extraction|gpt|llm|multimodal large language model|ocr|text-generation|conversational|custom_code|en|arxiv:2410.13611|license:apache-2.0|region:us,True,140.0,unknown,13.96252181263875,3.7612001156935624,4.948759890378168
meta-llama/Llama-3.1-70B-Instruct,text-generation,1144057,926,2024-12-15T01:55:33.000Z,transformers,license:llama3.1,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|conversational|en|de|fr|it|pt|hi|es|th|arxiv:2204.05149|base_model:meta-llama/Llama-3.1-70B|base_model:finetune:meta-llama/Llama-3.1-70B|license:llama3.1|eval-results|text-generation-inference|endpoints_compatible|region:us,True,700.0,unknown,13.950092148937413,6.831953565565855,6.55250788703459
moonshotai/Kimi-K2-Instruct-0905,text-generation,1133030,770,2026-01-30T04:50:25.000Z,transformers,license:other,transformers|safetensors|kimi_k2|text-generation|conversational|custom_code|license:other|eval-results|endpoints_compatible|fp8|region:us,False,140.0,unknown,13.940406900624364,6.647688373563329,4.948759890378168
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,text-generation,1099565,10,2023-10-03T11:07:41.000Z,transformers,license:apache-2.0,transformers|safetensors|llama|text-generation|en|dataset:cerebras/SlimPajama-627B|dataset:bigcode/starcoderdata|dataset:OpenAssistant/oasst_top1_2023-08-25|base_model:TinyLlama/TinyLlama-1.1B-Chat-v0.3|base_model:quantized:TinyLlama/TinyLlama-1.1B-Chat-v0.3|license:apache-2.0|text-generation-inference|4-bit|gptq|deploy:azure|region:us,False,6270.0,unknown,13.910426114460517,2.3978952727983707,8.74369111054302
google/gemma-3-270m-it,text-generation,1088431,602,2025-08-14T07:35:07.000Z,transformers,license:gemma,transformers|safetensors|gemma3_text|text-generation|gemma3|gemma|google|conversational|arxiv:2503.19786|arxiv:1905.07830|arxiv:1905.10044|arxiv:1911.11641|arxiv:1705.03551|arxiv:1911.01547|arxiv:1907.10641|arxiv:2311.07911|arxiv:2311.12022|arxiv:2411.04368|arxiv:1904.09728|arxiv:1903.00161|arxiv:2009.03300|arxiv:2304.06364|arxiv:2103.03874|arxiv:2110.14168|arxiv:2108.07732|arxiv:2107.03374|arxiv:2403.07974|arxiv:2305.03111|arxiv:2405.04520|arxiv:2210.03057|arxiv:2106.03193|arxiv:1910.11856|arxiv:2502.12404|arxiv:2502.21228|arxiv:2404.16816|arxiv:2104.12756|arxiv:2311.16502|arxiv:2203.10244|arxiv:2404.12390|arxiv:1810.12440|arxiv:1908.02660|arxiv:2310.02255|arxiv:2312.11805|base_model:google/gemma-3-270m|base_model:finetune:google/gemma-3-270m|license:gemma|eval-results|text-generation-inference|endpoints_compatible|region:us,True,140.0,unknown,13.90024868641456,6.401917196727186,4.948759890378168
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,text-generation,1077349,619,2024-07-03T05:16:11.000Z,transformers,license:other,transformers|safetensors|deepseek_v2|text-generation|conversational|custom_code|arxiv:2401.06066|license:other|eval-results|text-generation-inference|endpoints_compatible|region:us,True,140.0,unknown,13.890014880132378,6.429719478039138,4.948759890378168
sshleifer/tiny-gpt2,text-generation,1073638,36,2021-05-23T12:55:11.000Z,transformers,unknown,transformers|pytorch|tf|jax|gpt2|text-generation|text-generation-inference|endpoints_compatible|region:us,False,140.0,unknown,13.886564370918308,3.6109179126442243,4.948759890378168
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,text-generation,1070751,788,2026-03-15T04:25:53.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|conversational|custom_code|en|es|fr|de|ja|it|dataset:nvidia/Nemotron-Pretraining-Code-v1|dataset:nvidia/Nemotron-CC-v2|dataset:nvidia/Nemotron-Pretraining-SFT-v1|dataset:nvidia/Nemotron-CC-Math-v1|dataset:nvidia/Nemotron-Pretraining-Code-v2|dataset:nvidia/Nemotron-Pretraining-Specialized-v1|dataset:nvidia/Nemotron-CC-v2.1|dataset:nvidia/Nemotron-CC-Code-v1|dataset:nvidia/Nemotron-Pretraining-Dataset-sample|dataset:nvidia/Nemotron-Competitive-Programming-v1|dataset:nvidia/Nemotron-Math-v2|dataset:nvidia/Nemotron-Agentic-v1|dataset:nvidia/Nemotron-Math-Proofs-v1|dataset:nvidia/Nemotron-Instruction-Following-Chat-v1|dataset:nvidia/Nemotron-Science-v1|dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend|arxiv:2512.20848|arxiv:2512.20856|license:other|eval-results|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,13.88387176332551,6.670766320845874,4.948759890378168
nvidia/Kimi-K2.5-NVFP4,text-generation,1054778,86,2026-05-13T22:27:55.000Z,Model Optimizer,license:other,Model Optimizer|safetensors|kimi_k25|nvidia|ModelOpt|Kimi-K2|quantized|FP4|text-generation|conversational|custom_code|base_model:moonshotai/Kimi-K2.5|base_model:quantized:moonshotai/Kimi-K2.5|license:other|modelopt|region:us,False,140.0,unknown,13.868841824275597,4.465908118654584,4.948759890378168
Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,text-generation,1031662,21,2025-01-12T02:15:55.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|code|codeqwen|chat|qwen|qwen-coder|conversational|en|arxiv:2409.12186|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-Coder-14B-Instruct|base_model:quantized:Qwen/Qwen2.5-Coder-14B-Instruct|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|deploy:azure|region:us,True,140.0,unknown,13.84668262130686,3.091042453358316,4.948759890378168
deepseek-ai/DeepSeek-V3,text-generation,1028701,4095,2025-03-27T04:01:45.000Z,transformers,unknown,transformers|safetensors|deepseek_v3|text-generation|conversational|custom_code|arxiv:2412.19437|eval-results|text-generation-inference|endpoints_compatible|fp8|region:us,True,140.0,unknown,13.843808371318651,8.317766166719343,4.948759890378168
Qwen/Qwen2.5-72B-Instruct-AWQ,text-generation,1023155,78,2024-10-09T12:27:10.000Z,transformers,license:other,transformers|safetensors|qwen2|text-generation|chat|conversational|en|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-72B-Instruct|base_model:quantized:Qwen/Qwen2.5-72B-Instruct|license:other|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True,720.0,unknown,13.83840252597656,4.3694478524670215,6.580639137284949
microsoft/Phi-3.5-mini-instruct,text-generation,1003632,995,2025-12-10T20:22:56.000Z,transformers,license:mit,transformers|safetensors|phi3|text-generation|nlp|code|conversational|custom_code|multilingual|arxiv:2404.14219|arxiv:2407.13833|arxiv:2403.06412|license:mit|eval-results|text-generation-inference|endpoints_compatible|region:us,True,140.0,unknown,13.819136974559962,6.903747257584598,4.948759890378168
mistralai/Mistral-7B-Instruct-v0.2,text-generation,996887,3181,2025-07-24T16:57:21.000Z,transformers,license:apache-2.0,transformers|pytorch|safetensors|mistral|text-generation|finetuned|mistral-common|conversational|arxiv:2310.06825|license:apache-2.0|eval-results|text-generation-inference|deploy:azure|region:us,True,140.0,unknown,13.812393705622668,8.065265208897733,4.948759890378168
Qwen/Qwen3-0.6B-Base,text-generation,980373,174,2025-07-26T03:45:42.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2505.09388|license:apache-2.0|text-generation-inference|endpoints_compatible|region:us,True,140.0,unknown,13.795689410496598,5.1647859739235145,4.948759890378168
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,text-generation,974557,0,2024-10-09T20:00:05.000Z,safetensors,license:apache-2.0,safetensors|llama|text-generation|conversational|en|arxiv:2210.17323|license:apache-2.0|compressed-tensors|region:us,True,140.0,unknown,13.78973931386003,0.0,4.948759890378168
deepseek-ai/DeepSeek-V3-0324,text-generation,953418,3134,2025-03-27T04:01:53.000Z,transformers,license:mit,transformers|safetensors|deepseek_v3|text-generation|conversational|custom_code|arxiv:2412.19437|license:mit|eval-results|text-generation-inference|endpoints_compatible|fp8|region:us,True,140.0,unknown,13.767809750230604,8.050384453067021,4.948759890378168
EleutherAI/pythia-70m-deduped,text-generation,946422,28,2023-07-09T16:07:33.000Z,transformers,license:apache-2.0,transformers|pytorch|safetensors|gpt_neox|text-generation|causal-lm|pythia|en|dataset:EleutherAI/the_pile_deduplicated|arxiv:2304.01373|arxiv:2101.00027|arxiv:2201.07311|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,13.760444893971467,3.367295829986474,4.948759890378168
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,text-generation,915712,4,2024-12-03T16:57:23.000Z,safetensors,license:apache-2.0,safetensors|qwen2|chat|neuralmagic|llmcompressor|text-generation|conversational|en|base_model:Qwen/Qwen2.5-1.5B|base_model:quantized:Qwen/Qwen2.5-1.5B|license:apache-2.0|8-bit|compressed-tensors|region:us,False,15.0,unknown,13.727458275784391,1.6094379124341003,2.772588722239781
timm/mobilenetv3_small_100.lamb_in1k,image-classification,27251780,84,2025-10-19T16:12:11.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|arxiv:2110.00476|arxiv:1905.02244|license:apache-2.0|region:us,True,140.0,unknown,17.120629434735964,4.442651256490317,4.948759890378168
Falconsai/nsfw_image_detection,image-classification,9320677,1129,2025-04-06T13:42:07.000Z,transformers,license:apache-2.0,transformers|pytorch|safetensors|vit|image-classification|arxiv:2010.11929|license:apache-2.0|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,16.04774593079697,7.029972911706386,4.948759890378168
dima806/fairface_age_image_detection,image-classification,6618350,75,2024-12-15T19:54:53.000Z,transformers,license:apache-2.0,transformers|safetensors|vit|image-classification|dataset:nateraw/fairface|base_model:google/vit-base-patch16-224-in21k|base_model:finetune:google/vit-base-patch16-224-in21k|license:apache-2.0|endpoints_compatible|region:us,False,140.0,unknown,15.705356803228625,4.330733340286331,4.948759890378168
google/vit-base-patch16-224,image-classification,5513181,981,2023-09-05T15:27:12.000Z,transformers,license:apache-2.0,transformers|pytorch|tf|jax|safetensors|vit|image-classification|vision|dataset:imagenet-1k|dataset:imagenet-21k|arxiv:2010.11929|arxiv:2006.03677|license:apache-2.0|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,15.522652509905559,6.889591308354466,4.948759890378168
timm/resnet50.a1_in1k,image-classification,2738353,43,2025-07-11T18:17:03.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|arxiv:2110.00476|arxiv:1512.03385|license:apache-2.0|region:us,True,140.0,unknown,14.822867567926727,3.784189633918261,4.948759890378168
timm/resnet18.a1_in1k,image-classification,1791203,14,2025-01-21T21:13:50.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|arxiv:2110.00476|arxiv:1512.03385|license:apache-2.0|region:us,True,140.0,unknown,14.398398577403983,2.70805020110221,4.948759890378168
apple/mobilevit-small,image-classification,1501657,91,2025-02-24T21:25:21.000Z,transformers,license:other,transformers|pytorch|tf|coreml|vision|image-classification|dataset:imagenet-1k|arxiv:2110.02178|license:other|endpoints_compatible|region:us,True,140.0,unknown,14.22208038897466,4.5217885770490405,4.948759890378168
amunchet/rorshark-vit-base,image-classification,1457169,3,2023-11-18T20:58:42.000Z,transformers,license:apache-2.0,transformers|tensorboard|safetensors|vit|image-classification|vision|generated_from_trainer|dataset:imagefolder|base_model:google/vit-base-patch16-224-in21k|base_model:finetune:google/vit-base-patch16-224-in21k|license:apache-2.0|model-index|endpoints_compatible|region:us,False,140.0,unknown,14.192006756476678,1.3862943611198906,4.948759890378168
rizvandwiki/gender-classification,image-classification,1437331,60,2023-05-18T11:16:33.000Z,transformers,unknown,transformers|pytorch|tensorboard|safetensors|vit|image-classification|huggingpics|model-index|endpoints_compatible|region:us,False,140.0,unknown,14.178299175258646,4.110873864173311,4.948759890378168
timm/efficientnet_b0.ra_in1k,image-classification,984777,10,2025-01-21T18:16:51.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|arxiv:2110.00476|arxiv:1905.11946|license:apache-2.0|region:us,True,140.0,unknown,13.800171514041518,2.3978952727983707,4.948759890378168
timm/repvgg_a0.rvgg_in1k,image-classification,919772,1,2025-01-21T21:10:22.000Z,timm,license:mit,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|arxiv:2101.03697|license:mit|region:us,True,140.0,unknown,13.73188217944968,0.6931471805599453,4.948759890378168
timm/tf_efficientnetv2_s.in21k_ft_in1k,image-classification,843001,2,2025-01-21T18:20:45.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|dataset:imagenet-21k|arxiv:2104.00298|license:apache-2.0|region:us,True,140.0,unknown,13.644724609460418,1.0986122886681098,4.948759890378168
buildborderless/CommunityForensics-DeepfakeDet-ViT,image-classification,720614,15,2025-06-11T17:19:56.000Z,transformers,license:mit,transformers|safetensors|vit|image-classification|timm|detection|deepfake|forensics|deepfake_detection|community|opensight|arxiv:2411.04125|base_model:timm/vit_small_patch16_384.augreg_in21k_ft_in1k|base_model:finetune:timm/vit_small_patch16_384.augreg_in21k_ft_in1k|license:mit|endpoints_compatible|region:us,True,140.0,unknown,13.487860293066158,2.772588722239781,4.948759890378168
AdamCodd/vit-base-nsfw-detector,image-classification,638905,80,2024-12-03T14:14:31.000Z,transformers.js,license:apache-2.0,transformers.js|onnx|safetensors|vit|image-classification|transformers|nlp|base_model:google/vit-base-patch16-384|base_model:quantized:google/vit-base-patch16-384|license:apache-2.0|model-index|deploy:azure|region:us,False,140.0,unknown,13.367512617687362,4.394449154672439,4.948759890378168
microsoft/resnet-50,image-classification,588712,498,2024-02-13T21:24:05.000Z,transformers,license:apache-2.0,transformers|pytorch|tf|jax|safetensors|resnet|image-classification|vision|dataset:imagenet-1k|arxiv:1512.03385|license:apache-2.0|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,13.285694077327319,6.212606095751519,4.948759890378168
timm/vit_small_patch16_224.augreg_in21k_ft_in1k,image-classification,561253,4,2025-01-21T19:16:38.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|dataset:imagenet-21k|arxiv:2106.10270|arxiv:2010.11929|license:apache-2.0|region:us,True,140.0,unknown,13.23792884496198,1.6094379124341003,4.948759890378168
timm/resnet34.a1_in1k,image-classification,530639,1,2025-01-21T21:39:27.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|arxiv:2110.00476|arxiv:1512.03385|license:apache-2.0|region:us,True,140.0,unknown,13.181839104199437,0.6931471805599453,4.948759890378168
timm/wide_resnet50_2.racm_in1k,image-classification,464698,2,2025-01-21T21:45:51.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|arxiv:2110.00476|arxiv:1605.07146|arxiv:1512.03385|license:apache-2.0|region:us,True,140.0,unknown,13.04914516314478,1.0986122886681098,4.948759890378168
timm/convnext_tiny.in12k_ft_in1k,image-classification,464423,5,2025-01-21T21:16:24.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|dataset:imagenet-12k|arxiv:2201.03545|license:apache-2.0|region:us,True,140.0,unknown,13.048553207057093,1.791759469228055,4.948759890378168
Freepik/nsfw_image_detector,image-classification,452356,58,2025-05-09T09:04:50.000Z,transformers,license:mit,transformers|safetensors|timm_wrapper|image-classification|pytorch|arxiv:2303.11331|base_model:timm/eva02_base_patch14_448.mim_in22k_ft_in22k_in1k|base_model:finetune:timm/eva02_base_patch14_448.mim_in22k_ft_in22k_in1k|license:mit|endpoints_compatible|deploy:azure|region:us|not-for-all-audiences,True,140.0,unknown,13.022226970077163,4.07753744390572,4.948759890378168
timm/convnext_femto.d1_in1k,image-classification,441961,1,2025-01-21T21:14:12.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|arxiv:2201.03545|license:apache-2.0|region:us,True,140.0,unknown,12.99897918451328,0.6931471805599453,4.948759890378168
microsoft/swinv2-tiny-patch4-window16-256,image-classification,412427,14,2022-12-10T10:09:55.000Z,transformers,license:apache-2.0,transformers|pytorch|swinv2|image-classification|vision|dataset:imagenet-1k|arxiv:2111.09883|license:apache-2.0|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,12.929816924067497,2.70805020110221,4.948759890378168
timm/vit_base_patch16_224.augreg2_in21k_ft_in1k,image-classification,400751,13,2025-01-20T16:09:05.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|dataset:imagenet-21k|arxiv:2106.10270|arxiv:2010.11929|license:apache-2.0|region:us,True,140.0,unknown,12.90109806110189,2.6390573296152584,4.948759890378168
timm/vit_tiny_r_s16_p8_224.augreg_in21k,image-classification,376826,0,2025-01-21T19:17:12.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-21k|arxiv:2106.10270|arxiv:2010.11929|license:apache-2.0|region:us,True,140.0,unknown,12.839541475168128,0.0,4.948759890378168
timm/vit_base_patch8_224.augreg2_in21k_ft_in1k,image-classification,363165,4,2025-01-21T19:14:27.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|dataset:imagenet-21k|arxiv:2106.10270|arxiv:2010.11929|license:apache-2.0|region:us,True,140.0,unknown,12.802615308992566,1.6094379124341003,4.948759890378168
timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k,image-classification,339679,7,2025-01-21T21:17:42.000Z,timm,license:mit,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|dataset:imagenet-22k|arxiv:2103.14030|license:mit|region:us,True,140.0,unknown,12.735759276937083,2.0794415416798357,4.948759890378168
timm/efficientnet_b2.ra_in1k,image-classification,339028,0,2025-01-21T18:16:58.000Z,timm,license:apache-2.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|arxiv:2110.00476|arxiv:1905.11946|license:apache-2.0|region:us,True,140.0,unknown,12.733840928426474,0.0,4.948759890378168
google/vit-large-patch16-224,image-classification,255055,48,2022-06-23T07:50:15.000Z,transformers,license:apache-2.0,transformers|pytorch|tf|jax|image-classification|vision|dataset:imagenet-1k|dataset:imagenet-21k|arxiv:2010.11929|arxiv:2006.03677|license:apache-2.0|endpoints_compatible|deploy:azure|region:us,True,140.0,unknown,12.449238407873429,3.8918202981106265,4.948759890378168
timm/convnextv2_nano.fcmae_ft_in22k_in1k,image-classification,253431,4,2025-01-21T21:16:04.000Z,timm,license:cc-by-nc-4.0,timm|pytorch|safetensors|image-classification|transformers|dataset:imagenet-1k|arxiv:2301.00808|license:cc-by-nc-4.0|region:us,True,140.0,unknown,12.442850821453426,1.6094379124341003,4.948759890378168
